Gene_ID	lncRNA_ID	Other_Name	Species	Ref_Genome_Vers	Chr	Start	End	Strand	Exon_Num	Type	Validate	Note	Source	PLEK	CPC	CREMA	RNAplonc	Experimental	Confidence Level
rna-XR_001388016	rna-XR_001388016.2		Glycine_max	GCF_000004515.5	NC_016091.3	45430187	45433654	+	2	lncRNA	No		NCBI	-1.77203	-1.2391299999999998	0.9998960310836039	0.852	0	High
rna-XR_001388017	rna-XR_001388017.2		Glycine_max	GCF_000004515.5	NC_016091.3	45430187	45433654	+	2	lncRNA	No		NCBI	-1.6768	-1.3230000000000002	0.9998960310836039	0.852	0	High
rna-XR_001388198	rna-XR_001388198.2		Glycine_max	GCF_000004515.5	NC_016091.3	45503261	45505194	-	2	lncRNA	No		NCBI	-1.6503	-0.8786149999999999	0.0344370341195986	0.852	0	High
rna-XR_414038	rna-XR_414038.3		Glycine_max	GCF_000004515.5	NC_016091.3	45620674	45622402	-	2	lncRNA	No		NCBI	0.9451799999999999	0.6993560000000001	0.0344370341195986	0.6970000000000001	0	Low
rna-XR_003266828	rna-XR_003266828.1		Glycine_max	GCF_000004515.5	NC_016091.3	45802844	45805116	-	3	lncRNA	No		NCBI	1.2410700000000001	1.85126	0.0344370341195986	0.955	0	Low
rna-XR_001388030	rna-XR_001388030.2		Glycine_max	GCF_000004515.5	NC_016091.3	45934354	45936577	-	2	lncRNA	No		NCBI	-0.604121	-1.21633	0.6809806918264051	0.852	0	High
rna-XR_001388031	rna-XR_001388031.2		Glycine_max	GCF_000004515.5	NC_016091.3	45985678	45989895	+	3	lncRNA	No		NCBI	-0.00836	1.22755	0.8573253353278409	0.852	0	High
rna-XR_003266833	rna-XR_003266833.1		Glycine_max	GCF_000004515.5	NC_016091.3	46212436	46216992	-	2	lncRNA	No		NCBI	-0.525008	2.18439	0.9998960310836039	0.6970000000000001	0	high
rna-XR_414054	rna-XR_414054.2		Glycine_max	GCF_000004515.5	NC_016091.3	46484053	46488596	-	3	lncRNA	No		NCBI	2.51454	4.34259	0.0344370341195986	0.76	0	Low
rna-XR_414060	rna-XR_414060.3		Glycine_max	GCF_000004515.5	NC_016091.3	46628860	46631627	+	2	lncRNA	No		NCBI	0.032855	-0.19439800000000002	0.9998960310836039	0.929	0	High
rna-XR_414061	rna-XR_414061.3		Glycine_max	GCF_000004515.5	NC_016091.3	46628860	46631627	+	3	lncRNA	No		NCBI	-1.7388700000000001	-0.241071	0.9998960310836039	0.852	0	High
rna-XR_001388042	rna-XR_001388042.2		Glycine_max	GCF_000004515.5	NC_016091.3	46741173	46742401	-	3	lncRNA	No		NCBI	-0.950158	1.11275	0.687190488071296	0.852	0	high
rna-XR_001388200	rna-XR_001388200.1		Glycine_max	GCF_000004515.5	NC_016091.3	47045857	47046654	-	2	lncRNA	No		NCBI	-2.00204	0.745201	0.48329744954753706	0.852	0	high
rna-XR_001388201	rna-XR_001388201.2		Glycine_max	GCF_000004515.5	NC_016091.3	47169320	47170784	-	2	lncRNA	No		NCBI	-2.14475	-0.35483400000000004	0.9998960310836039	0.852	0	High
rna-XR_001388202	rna-XR_001388202.1		Glycine_max	GCF_000004515.5	NC_016091.3	47576301	47577248	-	2	lncRNA	No		NCBI	-2.02818	-1.47609	0.997201407457669	0.863	0	High
rna-XR_414069	rna-XR_414069.3		Glycine_max	GCF_000004515.5	NC_016091.3	47643157	47645993	+	2	lncRNA	No		NCBI	0.34685	1.0720100000000001	0.0344370341195986	0.0	0	Low
rna-XR_414070	rna-XR_414070.2		Glycine_max	GCF_000004515.5	NC_016091.3	47714774	47716616	+	3	lncRNA	No		NCBI	-1.33218	-1.1664299999999999	0.999776117573748	0.852	0	High
rna-XR_001388052	rna-XR_001388052.2		Glycine_max	GCF_000004515.5	NC_016091.3	47735701	47737981	-	2	lncRNA	No		NCBI	-1.7842900000000002	0.509584	0.6809806918264051	0.852	0	high
rna-XR_414071	rna-XR_414071.3		Glycine_max	GCF_000004515.5	NC_016091.3	47735701	47737991	-	2	lncRNA	No		NCBI	-1.75899	0.38364499999999996	0.6809806918264051	0.852	0	high
rna-XR_003266890	rna-XR_003266890.1		Glycine_max	GCF_000004515.5	NC_016091.3	48113814	48115509	-	2	lncRNA	No		NCBI	-1.63339	0.906379	0.0344370341195986	0.852	0	high
rna-XR_003266844	rna-XR_003266844.1		Glycine_max	GCF_000004515.5	NC_016091.3	48353728	48359324	+	5	lncRNA	No		NCBI	-0.750246	-0.33194	0.8573253353278409	0.6970000000000001	0	High
rna-XR_001388065	rna-XR_001388065.1		Glycine_max	GCF_000004515.5	NC_016091.3	48672148	48674961	-	3	lncRNA	No		NCBI	0.8702290000000001	0.44465699999999997	0.997270283160162	0.76	0	Low
rna-XR_001388066	rna-XR_001388066.1		Glycine_max	GCF_000004515.5	NC_016091.3	48672148	48674961	-	4	lncRNA	No		NCBI	1.56433	0.5778409999999999	0.8573253353278409	0.852	0	Medium
rna-XR_001388067	rna-XR_001388067.1		Glycine_max	GCF_000004515.5	NC_016091.3	48672148	48674961	-	2	lncRNA	No		NCBI	0.938942	0.45630600000000004	0.997270283160162	0.76	0	Low
rna-XR_001388068	rna-XR_001388068.1		Glycine_max	GCF_000004515.5	NC_016091.3	48672148	48674961	-	3	lncRNA	No		NCBI	1.6864599999999998	0.774999	0.8573253353278409	0.852	0	Medium
rna-XR_001388069	rna-XR_001388069.1		Glycine_max	GCF_000004515.5	NC_016091.3	48672148	48674961	-	4	lncRNA	No		NCBI	0.927508	0.45158100000000007	0.997270283160162	0.76	0	Low
rna-XR_001388203	rna-XR_001388203.2		Glycine_max	GCF_000004515.5	NC_016091.3	49228165	49229026	+	2	lncRNA	No		NCBI	-0.296486	1.13926	0.0344370341195986	0.852	0	high
rna-XR_414090	rna-XR_414090.3		Glycine_max	GCF_000004515.5	NC_016091.3	49363176	49364128	-	2	lncRNA	No		NCBI	-1.15455	0.106648	0.0344370341195986	0.852	0	high
rna-XR_001388080	rna-XR_001388080.1		Glycine_max	GCF_000004515.5	NC_016091.3	49495484	49497501	+	2	lncRNA	No		NCBI	-1.0684200000000001	1.29664	0.0491990860388298	0.852	0	high
rna-XR_414094	rna-XR_414094.3		Glycine_max	GCF_000004515.5	NC_016091.3	49790289	49791015	-	2	lncRNA	No		NCBI	-0.521515	0.954523	0.0344370341195986	0.852	0	high
rna-NR_157235	rna-NR_157235.1		Glycine_max	GCF_000004515.5	NC_016091.3	49882883	49883592	+	2	lncRNA	No		NCBI	-0.827998	0.339339	0.49047608138380294	0.852	0	high
rna-XR_414095	rna-XR_414095.3		Glycine_max	GCF_000004515.5	NC_016091.3	49891251	49891932	-	2	lncRNA	No		NCBI	-1.15689	-0.8639680000000001	0.0344370341195986	0.863	0	High
rna-XR_414097	rna-XR_414097.3		Glycine_max	GCF_000004515.5	NC_016091.3	49904966	49905605	-	2	lncRNA	No		NCBI	-0.9237299999999999	-0.8216399999999999	0.0344370341195986	0.852	0	High
rna-XR_414098	rna-XR_414098.3		Glycine_max	GCF_000004515.5	NC_016091.3	49924338	49926349	-	2	lncRNA	No		NCBI	-0.491187	-1.12499	0.736159394633712	0.852	0	High
rna-XR_003266852	rna-XR_003266852.1		Glycine_max	GCF_000004515.5	NC_016091.3	49983890	49986133	-	2	lncRNA	No		NCBI	0.24717399999999998	0.779049	0.736159394633712	0.825	0	Low
rna-XR_003266853	rna-XR_003266853.1		Glycine_max	GCF_000004515.5	NC_016091.3	49983890	49986135	-	2	lncRNA	No		NCBI	0.252387	0.782853	0.0936911027994316	0.825	0	Low
rna-XR_001388084	rna-XR_001388084.1		Glycine_max	GCF_000004515.5	NC_016091.3	50059258	50060313	+	2	lncRNA	No		NCBI	0.078766	-1.2269	0.9998960310836039	0.852	0	High
rna-XR_414100	rna-XR_414100.3		Glycine_max	GCF_000004515.5	NC_016091.3	50276555	50277441	-	2	lncRNA	No		NCBI	-2.2978099999999997	0.569933	0.0344370341195986	0.863	0	high
rna-XR_001388087	rna-XR_001388087.1		Glycine_max	GCF_000004515.5	NC_016091.3	50416537	50417107	-	2	lncRNA	No		NCBI	-0.886526	-0.763126	0.0344370341195986	0.0	0	Medium
rna-XR_414103	rna-XR_414103.2		Glycine_max	GCF_000004515.5	NC_016091.3	50768758	50772965	+	3	lncRNA	No		NCBI	1.21125	4.13469	0.0344370341195986	0.0	0	Low
rna-XR_001388205	rna-XR_001388205.2		Glycine_max	GCF_000004515.5	NC_016091.3	50805872	50806307	-	3	lncRNA	No		NCBI	-2.02623	-1.27944	0.990911290235174	0.863	0	High
rna-XR_414106	rna-XR_414106.2		Glycine_max	GCF_000004515.5	NC_016091.3	50962163	50962861	-	4	lncRNA	No		NCBI	-1.83677	0.646827	0.0344370341195986	0.863	0	high
rna-XR_001388206	rna-XR_001388206.2		Glycine_max	GCF_000004515.5	NC_016091.3	50976792	50977341	-	2	lncRNA	No		NCBI	-2.19541	-1.04273	0.9998960310836039	0.863	0	High
rna-XR_001388091	rna-XR_001388091.1		Glycine_max	GCF_000004515.5	NC_016091.3	51015047	51017693	-	2	lncRNA	No		NCBI	-1.00102	-0.377278	0.993717850807644	0.6970000000000001	0	High
rna-XR_001388093	rna-XR_001388093.2		Glycine_max	GCF_000004515.5	NC_016091.3	51288374	51289694	+	2	lncRNA	No		NCBI	-1.37297	1.2933	0.9998960310836039	0.852	0	High
rna-XR_414109	rna-XR_414109.3		Glycine_max	GCF_000004515.5	NC_016091.3	51432060	51433723	+	3	lncRNA	No		NCBI	0.767321	1.9512	0.6809806918264051	0.852	0	Low
rna-XR_001388097	rna-XR_001388097.1		Glycine_max	GCF_000004515.5	NC_016091.3	51589809	51591767	+	2	lncRNA	No		NCBI	-1.7811700000000001	-1.4276799999999998	0.9998960310836039	0.852	0	High
rna-XR_001388098	rna-XR_001388098.2		Glycine_max	GCF_000004515.5	NC_016091.3	51723224	51723896	+	2	lncRNA	No		NCBI	-1.8588200000000001	-1.15824	0.998219011975943	0.863	0	High
rna-XR_001388207	rna-XR_001388207.1		Glycine_max	GCF_000004515.5	NC_016091.3	51903666	51904817	+	3	lncRNA	No		NCBI	-1.1258	-0.312748	0.736159394633712	0.852	0	High
rna-XR_003266891	rna-XR_003266891.1		Glycine_max	GCF_000004515.5	NC_016091.3	52228692	52229347	+	3	lncRNA	No		NCBI	-2.7392	1.12679	0.0344370341195986	0.863	0	high
rna-XR_001388221	rna-XR_001388221.2		Glycine_max	GCF_000004515.5	NC_038241.1	106923	108291	-	2	lncRNA	No		NCBI	-0.9816790000000001	0.92394	0.0344370341195986	0.782	0	Low
rna-XR_003267139	rna-XR_003267139.1		Glycine_max	GCF_000004515.5	NC_038241.1	580445	585881	-	2	lncRNA	No		NCBI	-1.34045	1.48274	0.0491990860388298	0.852	0	high
rna-XR_414255	rna-XR_414255.3		Glycine_max	GCF_000004515.5	NC_038241.1	747503	749166	+	3	lncRNA	No		NCBI	-0.503238	1.68992	0.9998960310836039	0.852	0	High
rna-XR_001388541	rna-XR_001388541.1		Glycine_max	GCF_000004515.5	NC_038241.1	1106296	1107241	-	2	lncRNA	No		NCBI	-2.23446	0.499705	0.9998960310836039	0.852	0	High
rna-XR_414243	rna-XR_414243.3		Glycine_max	GCF_000004515.5	NC_038241.1	1243918	1257656	-	3	lncRNA	No		NCBI	-2.18499	-1.29198	0.998219011975943	0.863	0	High
rna-XR_414166	rna-XR_414166.3		Glycine_max	GCF_000004515.5	NC_038241.1	2231438	2233155	-	2	lncRNA	No		NCBI	-1.7458599999999997	-1.13611	0.9998960310836039	0.863	0	High
rna-XR_414163	rna-XR_414163.3		Glycine_max	GCF_000004515.5	NC_038241.1	2254960	2258354	+	3	lncRNA	No		NCBI	0.513197	0.9667479999999999	0.999776117573748	0.92	0	Medium
rna-XR_001388241	rna-XR_001388241.2		Glycine_max	GCF_000004515.5	NC_038241.1	2255331	2258354	+	2	lncRNA	No		NCBI	0.256696	0.956775	0.8573253353278409	0.6970000000000001	0	Low
rna-XR_003267168	rna-XR_003267168.1		Glycine_max	GCF_000004515.5	NC_038241.1	2397937	2400508	+	5	lncRNA	No		NCBI	-1.23662	0.8702549999999999	0.6809806918264051	0.852	0	high
rna-XR_001388543	rna-XR_001388543.1		Glycine_max	GCF_000004515.5	NC_038241.1	2591232	2592169	-	3	lncRNA	No		NCBI	-0.10975599999999999	1.8315400000000002	0.999776117573748	0.852	0	High
rna-XR_001388243	rna-XR_001388243.1		Glycine_max	GCF_000004515.5	NC_038241.1	2737635	2738590	+	2	lncRNA	No		NCBI	-0.49945	0.592538	0.9998960310836039	0.852	0	High
rna-XR_414171	rna-XR_414171.3		Glycine_max	GCF_000004515.5	NC_038241.1	2740694	2741956	-	3	lncRNA	No		NCBI	-0.406696	1.94038	0.0344370341195986	0.852	0	high
rna-XR_414172	rna-XR_414172.1		Glycine_max	GCF_000004515.5	NC_038241.1	2844497	2847188	+	3	lncRNA	No		NCBI	-1.9154799999999998	0.582817	0.0344370341195986	0.863	0	high
rna-XR_001388544	rna-XR_001388544.2		Glycine_max	GCF_000004515.5	NC_038241.1	3251396	3252725	+	2	lncRNA	No		NCBI	-0.930449	-0.676129	0.0344370341195986	0.852	0	High
rna-XR_414180	rna-XR_414180.3		Glycine_max	GCF_000004515.5	NC_038241.1	3423862	3425979	-	5	lncRNA	No		NCBI	-1.23834	2.62902	0.0344370341195986	0.0	0	Low
rna-XR_414184	rna-XR_414184.3		Glycine_max	GCF_000004515.5	NC_038241.1	3515847	3517566	-	3	lncRNA	No		NCBI	-0.40047699999999997	2.85347	0.8573253353278409	0.852	0	High
rna-XR_414185	rna-XR_414185.3		Glycine_max	GCF_000004515.5	NC_038241.1	3515847	3517573	-	4	lncRNA	No		NCBI	-0.41477299999999995	2.70459	0.8573253353278409	0.852	0	High
rna-XR_001388249	rna-XR_001388249.2		Glycine_max	GCF_000004515.5	NC_038241.1	4030573	4036455	-	2	lncRNA	No		NCBI	-1.65147	1.21472	0.0344370341195986	0.782	0	Low
rna-XR_003267170	rna-XR_003267170.1		Glycine_max	GCF_000004515.5	NC_038241.1	4224567	4226231	-	2	lncRNA	No		NCBI	-0.519524	-0.9734200000000001	0.8573253353278409	0.852	0	High
rna-XR_003267171	rna-XR_003267171.1		Glycine_max	GCF_000004515.5	NC_038241.1	4292989	4299241	+	2	lncRNA	No		NCBI	2.0725	11.8643	0.0344370341195986	0.6970000000000001	0	Low
rna-XR_414198	rna-XR_414198.3		Glycine_max	GCF_000004515.5	NC_038241.1	4545682	4548945	+	4	lncRNA	No		NCBI	1.8983299999999999	0.645784	0.8573253353278409	0.825	0	Medium
rna-XR_001388255	rna-XR_001388255.1		Glycine_max	GCF_000004515.5	NC_038241.1	4774093	4777536	+	2	lncRNA	No		NCBI	-0.379015	-1.22156	0.8573253353278409	0.6970000000000001	0	High
rna-XR_001388547	rna-XR_001388547.2		Glycine_max	GCF_000004515.5	NC_038241.1	4786797	4788802	-	3	lncRNA	No		NCBI	-1.42411	-1.3244200000000002	0.9998960310836039	0.852	0	High
rna-XR_001388546	rna-XR_001388546.1		Glycine_max	GCF_000004515.5	NC_038241.1	4786797	4788803	-	2	lncRNA	No		NCBI	-0.962023	-1.25945	0.9998960310836039	0.852	0	High
rna-XR_001388259	rna-XR_001388259.2		Glycine_max	GCF_000004515.5	NC_038241.1	5145700	5148773	+	2	lncRNA	No		NCBI	0.669061	0.489417	0.8573253353278409	0.92	0	Medium
rna-XR_001388258	rna-XR_001388258.2		Glycine_max	GCF_000004515.5	NC_038241.1	5151514	5153375	+	2	lncRNA	No		NCBI	-0.009797	-0.0269899	0.9998960310836039	0.929	0	High
rna-XR_414213	rna-XR_414213.3		Glycine_max	GCF_000004515.5	NC_038241.1	5569108	5570715	+	3	lncRNA	No		NCBI	-1.1340700000000001	-1.26156	0.9998960310836039	0.852	0	High
rna-XR_003267172	rna-XR_003267172.1		Glycine_max	GCF_000004515.5	NC_038241.1	5569115	5570715	+	3	lncRNA	No		NCBI	-1.17236	-1.30472	0.9998960310836039	0.852	0	High
rna-XR_003267177	rna-XR_003267177.1		Glycine_max	GCF_000004515.5	NC_038241.1	5598244	5599746	-	2	lncRNA	No		NCBI	-1.1930100000000001	1.08782	0.8573253353278409	0.852	0	High
rna-XR_001388261	rna-XR_001388261.2		Glycine_max	GCF_000004515.5	NC_038241.1	5683318	5692541	-	7	lncRNA	No		NCBI	0.626074	5.71375	0.0344370341195986	0.6970000000000001	0	Low
rna-XR_414218	rna-XR_414218.3		Glycine_max	GCF_000004515.5	NC_038241.1	5683318	5692541	-	6	lncRNA	No		NCBI	0.6154569999999999	5.70305	0.0344370341195986	0.6970000000000001	0	Low
rna-XR_001388548	rna-XR_001388548.2		Glycine_max	GCF_000004515.5	NC_038241.1	5749623	5749983	+	2	lncRNA	No		NCBI	-2.0345	0.522134	0.9998960310836039	0.863	0	High
rna-XR_001388264	rna-XR_001388264.2		Glycine_max	GCF_000004515.5	NC_038241.1	6092396	6094813	-	3	lncRNA	No		NCBI	-0.033183	0.676599	0.8573253353278409	0.852	0	High
rna-XR_001388265	rna-XR_001388265.2		Glycine_max	GCF_000004515.5	NC_038241.1	6092396	6094814	-	4	lncRNA	No		NCBI	-0.08943999999999999	0.695331	0.8573253353278409	0.852	0	High
rna-XR_414223	rna-XR_414223.3		Glycine_max	GCF_000004515.5	NC_038241.1	6221292	6222694	-	3	lncRNA	No		NCBI	0.843858	2.79505	0.0344370341195986	0.852	0	Low
rna-XR_003267179	rna-XR_003267179.1		Glycine_max	GCF_000004515.5	NC_038241.1	6273545	6275997	-	4	lncRNA	No		NCBI	-1.91372	0.00788386	0.684384390980629	0.852	0	high
rna-XR_001388268	rna-XR_001388268.2		Glycine_max	GCF_000004515.5	NC_038241.1	6273545	6276503	-	5	lncRNA	No		NCBI	-1.8550799999999998	0.10576500000000001	0.7705201556832041	0.852	0	high
rna-XR_001388549	rna-XR_001388549.1		Glycine_max	GCF_000004515.5	NC_038241.1	6394198	6395554	-	3	lncRNA	No		NCBI	-1.06833	1.4281	0.0344370341195986	0.852	0	high
rna-XR_001388283	rna-XR_001388283.2		Glycine_max	GCF_000004515.5	NC_038241.1	6427379	6431236	+	5	lncRNA	No		NCBI	1.99623	2.08072	0.0344370341195986	0.825	0	Low
rna-XR_003267191	rna-XR_003267191.1		Glycine_max	GCF_000004515.5	NC_038241.1	6427379	6431508	+	6	lncRNA	No		NCBI	1.66133	2.14935	0.0344370341195986	0.825	0	Low
rna-XR_003267142	rna-XR_003267142.1		Glycine_max	GCF_000004515.5	NC_038241.1	6517918	6519771	-	4	lncRNA	No		NCBI	-2.2502299999999997	0.5697810000000001	0.484233205470435	0.852	0	high
rna-XR_414228	rna-XR_414228.3		Glycine_max	GCF_000004515.5	NC_038241.1	6530716	6531473	-	3	lncRNA	No		NCBI	-0.603036	2.3157	0.0344370341195986	0.852	0	high
rna-XR_003267143	rna-XR_003267143.1		Glycine_max	GCF_000004515.5	NC_038241.1	6661370	6664110	+	5	lncRNA	No		NCBI	-0.127225	1.75656	0.6809806918264051	0.852	0	high
rna-XR_003267192	rna-XR_003267192.1		Glycine_max	GCF_000004515.5	NC_038241.1	6793877	6798139	-	3	lncRNA	No		NCBI	0.606068	4.55169	0.0344370341195986	0.825	0	Low
rna-XR_414231	rna-XR_414231.2		Glycine_max	GCF_000004515.5	NC_038241.1	6821378	6823761	-	2	lncRNA	No		NCBI	-0.39218000000000003	0.018682400000000002	0.8573253353278409	0.852	0	High
rna-XR_414232	rna-XR_414232.2		Glycine_max	GCF_000004515.5	NC_038241.1	6872673	6874305	+	4	lncRNA	No		NCBI	-0.8999879999999999	0.418364	0.736159394633712	0.852	0	high
rna-XR_001388287	rna-XR_001388287.1		Glycine_max	GCF_000004515.5	NC_038241.1	6894156	6895419	+	2	lncRNA	No		NCBI	-1.8393599999999999	-1.2796	0.9998960310836039	0.863	0	High
rna-XR_001388550	rna-XR_001388550.2		Glycine_max	GCF_000004515.5	NC_038241.1	6998244	6999251	-	2	lncRNA	No		NCBI	-0.976825	-1.13426	0.9998960310836039	0.852	0	High
rna-XR_414236	rna-XR_414236.3		Glycine_max	GCF_000004515.5	NC_038241.1	7006070	7007975	+	3	lncRNA	No		NCBI	-1.7659900000000002	-0.8441110000000001	0.9998960310836039	0.852	0	High
rna-XR_001388551	rna-XR_001388551.2		Glycine_max	GCF_000004515.5	NC_038241.1	7010924	7011305	+	2	lncRNA	No		NCBI	-2.188	0.224142	0.9998960310836039	0.863	0	High
rna-XR_003267144	rna-XR_003267144.1		Glycine_max	GCF_000004515.5	NC_038241.1	7337485	7338563	+	2	lncRNA	No		NCBI	-0.9739620000000001	0.48203100000000004	0.9998960310836039	0.863	0	High
rna-XR_001388552	rna-XR_001388552.1		Glycine_max	GCF_000004515.5	NC_038241.1	7581268	7583187	+	3	lncRNA	No		NCBI	-1.14872	1.78902	0.0344370341195986	0.852	0	high
rna-XR_414242	rna-XR_414242.3		Glycine_max	GCF_000004515.5	NC_038241.1	7894412	7894880	+	3	lncRNA	No		NCBI	0.0	-0.151869	0.9998960310836039	0.863	0	High
rna-XR_001388290	rna-XR_001388290.1		Glycine_max	GCF_000004515.5	NC_038241.1	8840727	8849622	+	3	lncRNA	No		NCBI	-0.922797	-1.0301	0.9998960310836039	0.852	0	High
rna-XR_001388291	rna-XR_001388291.1		Glycine_max	GCF_000004515.5	NC_038241.1	9130304	9132871	+	6	lncRNA	No		NCBI	-1.36822	1.08562	0.8573253353278409	0.852	0	High
rna-XR_001388292	rna-XR_001388292.1		Glycine_max	GCF_000004515.5	NC_038241.1	9769903	9775786	-	2	lncRNA	No		NCBI	-0.41051000000000004	-1.30892	0.9998960310836039	0.6970000000000001	0	High
rna-XR_414305	rna-XR_414305.3		Glycine_max	GCF_000004515.5	NC_038241.1	9905894	9906793	+	2	lncRNA	No		NCBI	-1.43947	-0.038991500000000005	0.6809806918264051	0.852	0	High
rna-XR_414285	rna-XR_414285.2		Glycine_max	GCF_000004515.5	NC_038241.1	9954844	9958156	-	4	lncRNA	No		NCBI	0.589672	4.77714	0.0344370341195986	0.0	0	Low
rna-XR_414284	rna-XR_414284.2		Glycine_max	GCF_000004515.5	NC_038241.1	9954844	9958157	-	5	lncRNA	No		NCBI	0.788328	4.70092	0.0344370341195986	0.0	0	Low
rna-XR_414286	rna-XR_414286.3		Glycine_max	GCF_000004515.5	NC_038241.1	9954844	9958157	-	5	lncRNA	No		NCBI	0.6864180000000001	4.70765	0.0344370341195986	0.0	0	Low
rna-XR_001388554	rna-XR_001388554.1		Glycine_max	GCF_000004515.5	NC_038241.1	10727477	10729272	+	3	lncRNA	No		NCBI	0.0	-1.1944299999999999	0.9998960310836039	0.863	0	High
rna-XR_001388322	rna-XR_001388322.2		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	10	lncRNA	No		NCBI	1.00928	2.5405599999999997	0.993717850807644	0.825	0	Medium
rna-XR_003267002	rna-XR_003267002.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	9	lncRNA	No		NCBI	1.38576	2.16269	0.9998960310836039	0.825	0	Medium
rna-XR_003267003	rna-XR_003267003.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	8	lncRNA	No		NCBI	1.29755	2.19444	0.8573253353278409	0.825	0	Medium
rna-XR_003267004	rna-XR_003267004.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	10	lncRNA	No		NCBI	1.30482	2.11852	0.9998960310836039	0.825	0	Medium
rna-XR_003267005	rna-XR_003267005.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	7	lncRNA	No		NCBI	0.996092	2.26575	0.8573253353278409	0.92	0	Medium
rna-XR_003267006	rna-XR_003267006.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	8	lncRNA	No		NCBI	1.14079	2.22411	0.8573253353278409	0.825	0	Medium
rna-XR_003267007	rna-XR_003267007.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	9	lncRNA	No		NCBI	1.36907	2.86592	0.9998960310836039	0.825	0	Medium
rna-XR_003267008	rna-XR_003267008.1		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	8	lncRNA	No		NCBI	1.23896	3.0181	0.8573253353278409	0.825	0	Medium
rna-XR_414281	rna-XR_414281.3		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	10	lncRNA	No		NCBI	1.09628	1.9891900000000002	0.993717850807644	0.825	0	Medium
rna-XR_414283	rna-XR_414283.3		Glycine_max	GCF_000004515.5	NC_038241.1	11240014	11248625	+	10	lncRNA	No		NCBI	1.16967	2.1817900000000003	0.9998960310836039	0.825	0	Medium
rna-XR_414279	rna-XR_414279.2		Glycine_max	GCF_000004515.5	NC_038241.1	11576882	11580211	-	3	lncRNA	No		NCBI	-1.89442	-1.10115	0.9998960310836039	0.852	0	High
rna-XR_003267009	rna-XR_003267009.1		Glycine_max	GCF_000004515.5	NC_038241.1	11669070	11673771	+	4	lncRNA	No		NCBI	-0.48980799999999997	0.663428	0.8573253353278409	0.6970000000000001	0	high
rna-XR_001388325	rna-XR_001388325.2		Glycine_max	GCF_000004515.5	NC_038241.1	11669081	11671906	+	4	lncRNA	No		NCBI	-1.29803	0.693492	0.0732913825780147	0.852	0	high
rna-XR_001388326	rna-XR_001388326.2		Glycine_max	GCF_000004515.5	NC_038241.1	11669085	11673771	+	3	lncRNA	No		NCBI	-0.678629	0.678017	0.8573253353278409	0.6970000000000001	0	high
rna-XR_414278	rna-XR_414278.2		Glycine_max	GCF_000004515.5	NC_038241.1	11669088	11671906	+	2	lncRNA	No		NCBI	-0.691068	0.677127	0.8573253353278409	0.929	0	High
rna-XR_414277	rna-XR_414277.2		Glycine_max	GCF_000004515.5	NC_038241.1	11669090	11671906	+	3	lncRNA	No		NCBI	-0.585383	0.691706	0.8573253353278409	0.929	0	High
rna-XR_001388329	rna-XR_001388329.2		Glycine_max	GCF_000004515.5	NC_038241.1	12117714	12121897	-	5	lncRNA	No		NCBI	1.30805	4.4030000000000005	0.8573253353278409	0.6970000000000001	0	Low
rna-XR_001388330	rna-XR_001388330.2		Glycine_max	GCF_000004515.5	NC_038241.1	12117714	12121897	-	4	lncRNA	No		NCBI	1.56389	3.73276	0.8573253353278409	0.6970000000000001	0	Low
rna-XR_414261	rna-XR_414261.3		Glycine_max	GCF_000004515.5	NC_038241.1	12117714	12121897	-	4	lncRNA	No		NCBI	1.48268	4.068890000000001	0.8573253353278409	0.6970000000000001	0	Low
rna-XR_003267010	rna-XR_003267010.1		Glycine_max	GCF_000004515.5	NC_038241.1	12117714	12121898	-	3	lncRNA	No		NCBI	1.15716	4.14553	0.8573253353278409	0.6970000000000001	0	Low
rna-XR_003267012	rna-XR_003267012.1		Glycine_max	GCF_000004515.5	NC_038241.1	12117714	12121901	-	4	lncRNA	No		NCBI	1.0796299999999999	4.2087900000000005	0.993717850807644	0.6970000000000001	0	Low
rna-XR_003267011	rna-XR_003267011.1		Glycine_max	GCF_000004515.5	NC_038241.1	12117714	12121902	-	4	lncRNA	No		NCBI	1.00876	3.59004	0.8573253353278409	0.6970000000000001	0	Low
rna-XR_001388555	rna-XR_001388555.2		Glycine_max	GCF_000004515.5	NC_038241.1	12551492	12553311	+	2	lncRNA	No		NCBI	-1.8475599999999999	1.43728	0.0344370341195986	0.852	0	high
rna-XR_003267145	rna-XR_003267145.1		Glycine_max	GCF_000004515.5	NC_038241.1	12551492	12553311	+	3	lncRNA	No		NCBI	-2.19398	1.1788100000000001	0.0344370341195986	0.852	0	high
